Geneid;B2;S2;B3;S3;B4;S4;B6;S6;B7;S7
ENSG00000290718;0;0;0;0;0;0;0;0;0;0
ENSG00000106829;331;380;161;248;407;940;543;294;331;301
ENSG00000213221;0;0;0;3;3;1;0;2;1;2
ENSG00000238058;19;19;14;14;11;52;30;29;22;21
ENSG00000130560;380;372;260;274;347;725;392;388;351;343
ENSG00000148411;843;821;761;900;607;1567;1398;549;533;1086
ENSG00000260193;1;5;0;1;1;1;0;0;0;1
ENSG00000238227;606;653;607;684;586;1397;704;359;481;574
ENSG00000275329;1;0;1;0;0;0;2;2;0;0
ENSG00000107187;0;0;0;0;0;0;0;0;0;0
ENSG00000165661;273;258;237;263;234;582;464;308;251;266
ENSG00000260220;0;0;0;0;0;0;0;0;0;0
ENSG00000279813;0;0;0;0;0;0;0;0;0;0
ENSG00000283769;0;0;0;0;0;0;0;0;0;0
ENSG00000288701;406;401;403;475;461;1098;1646;319;189;364
ENSG00000291303;0;0;0;0;0;0;0;0;0;0
ENSG00000250068;0;0;0;1;0;1;1;1;0;0
ENSG00000148153;343;338;288;310;314;651;360;388;388;382
ENSG00000226609;19;20;7;7;10;17;4;6;7;6
ENSG00000148158;1511;1282;1312;1162;933;2073;519;884;1133;1304
ENSG00000291094;0;0;0;0;0;0;2;0;0;0
ENSG00000228623;1;2;4;1;4;1;22;4;5;8
ENSG00000107263;373;380;390;410;396;789;840;251;223;340
ENSG00000176884;0;0;1;4;0;0;0;1;0;0
ENSG00000176978;1968;1899;1387;1386;1435;3350;1655;1135;1341;1004
ENSG00000130948;0;0;0;0;0;0;0;0;0;0
ENSG00000285269;0;0;0;0;0;0;0;0;0;0
ENSG00000232283;0;0;0;0;0;0;0;0;0;0
ENSG00000207276;0;0;0;0;0;0;0;1;0;0
ENSG00000130958;66;69;46;58;54;131;66;52;72;49
ENSG00000165244;2;8;2;6;6;5;7;12;9;4
ENSG00000238251;2;0;0;0;0;6;1;0;0;0
ENSG00000286835;0;1;0;0;0;0;0;0;0;0
ENSG00000287302;0;0;0;0;0;0;1;0;0;0
ENSG00000130956;298;295;257;267;289;692;210;224;272;259
ENSG00000081377;394;339;378;361;305;713;264;309;379;264
ENSG00000289459;0;0;0;0;0;0;0;0;0;0
ENSG00000287750;3;1;0;0;0;2;1;1;0;0
ENSG00000230246;0;0;0;0;0;0;0;0;0;0
ENSG00000086062;5032;5485;2641;2930;3601;7878;7060;7170;4495;4092
ENSG00000233554;21;24;20;7;24;43;13;39;27;21
ENSG00000252224;0;0;0;0;0;0;0;0;0;0
ENSG00000122711;0;0;0;0;0;0;0;0;0;0
ENSG00000107262;843;795;533;492;514;1278;585;774;775;521
ENSG00000086065;1787;1907;1389;1314;1597;4220;1504;2345;2151;1718
ENSG00000200544;0;0;0;0;0;0;0;0;0;0
ENSG00000137076;3215;3363;4656;6211;3909;8825;10632;2024;1399;4293
ENSG00000180264;0;0;0;0;0;0;0;0;0;0
ENSG00000136811;307;279;311;287;243;567;522;349;276;413
ENSG00000165688;621;623;413;465;477;1049;606;620;660;623
ENSG00000234644;0;0;0;0;0;0;0;0;0;0
ENSG00000099139;320;259;163;107;96;263;215;361;183;177
ENSG00000231137;0;0;0;0;0;0;0;0;0;0
ENSG00000135002;595;558;438;400;503;1129;464;749;590;581
ENSG00000234618;6;3;4;9;6;8;7;11;4;8
ENSG00000233814;0;0;0;0;0;0;0;0;0;0
ENSG00000226562;0;0;0;0;0;1;5;1;2;0
ENSG00000205274;0;0;0;0;0;0;0;0;1;0
ENSG00000083067;25;27;15;22;13;51;27;24;11;14
ENSG00000106688;1280;1322;738;633;727;1706;1671;2090;929;1107
ENSG00000225893;0;0;1;0;0;1;0;0;0;0
ENSG00000205808;167;155;100;105;104;268;182;182;175;168
ENSG00000273061;1;3;1;6;0;1;4;0;1;1
ENSG00000106993;480;478;373;280;392;878;353;493;586;481
ENSG00000147853;2043;1982;1350;1255;1713;4038;1837;2339;1810;1622
ENSG00000287759;1;0;0;0;0;0;0;0;0;0
ENSG00000270639;0;0;0;0;0;0;0;0;0;0
ENSG00000220105;0;0;0;0;0;0;0;0;0;0
ENSG00000233186;0;0;0;0;0;1;1;0;0;0
ENSG00000106804;27;16;33;20;15;51;35;32;35;28
ENSG00000229268;0;1;0;0;0;0;0;0;0;0
ENSG00000235533;0;0;0;0;0;0;0;0;0;0
ENSG00000289185;0;0;0;0;0;0;0;0;0;0
ENSG00000223568;0;0;0;0;0;0;0;0;0;0
ENSG00000213954;0;0;0;0;0;0;0;0;0;0
ENSG00000147862;63;34;82;66;9;57;177;25;37;48
ENSG00000234982;0;0;0;0;0;0;0;0;0;0
ENSG00000288876;0;0;0;0;0;0;0;0;0;0
ENSG00000225472;0;0;0;0;0;0;2;0;0;0
ENSG00000289969;0;0;0;0;0;0;0;0;0;0
ENSG00000287708;0;0;0;0;0;0;0;0;0;0
ENSG00000231806;5;3;0;2;2;3;1;0;2;9
ENSG00000229897;1;0;0;0;1;0;0;0;1;0
ENSG00000165138;245;216;302;303;196;573;309;227;209;328
ENSG00000285706;1;0;1;3;3;1;2;0;2;4
ENSG00000119514;80;87;127;90;115;305;91;145;110;400
ENSG00000267026;0;0;0;0;0;0;1;0;0;1
ENSG00000229338;0;0;0;0;0;0;0;0;0;0
ENSG00000270412;0;0;3;2;0;0;0;1;1;3
ENSG00000292223;0;0;0;0;0;0;0;0;1;1
ENSG00000290644;14;15;8;11;29;37;40;32;30;10
ENSG00000290645;0;0;0;0;0;0;0;0;0;0
ENSG00000188312;23;18;26;16;25;44;22;19;26;15
ENSG00000291169;0;0;0;0;0;0;0;0;0;0
ENSG00000171505;0;0;0;0;0;0;0;0;0;0
ENSG00000171501;0;0;0;0;0;0;0;0;0;0
ENSG00000136939;0;0;0;0;0;0;0;0;0;0
ENSG00000171459;0;0;0;0;0;0;0;0;0;0
ENSG00000232387;1;1;0;0;0;0;0;0;0;0
ENSG00000148215;0;0;0;0;1;0;0;0;0;0
ENSG00000288989;2;1;0;1;0;0;0;0;0;0
ENSG00000290769;0;0;0;0;0;0;0;0;0;0
ENSG00000171102;0;0;0;0;0;0;0;0;0;0
ENSG00000197859;6;4;1;5;6;31;4;11;0;14
ENSG00000123453;31;32;41;40;18;28;18;18;24;8
ENSG00000160293;293;322;239;244;286;666;364;208;221;216
ENSG00000235106;418;355;311;356;399;770;533;374;355;347
ENSG00000169925;288;250;218;209;195;480;483;189;198;207
ENSG00000235138;1;2;1;1;0;0;3;0;0;1
ENSG00000271525;0;0;0;1;1;0;0;0;1;0
ENSG00000273249;0;1;0;0;0;0;1;0;0;1
ENSG00000196363;406;365;302;261;321;727;423;383;425;391
ENSG00000221676;0;1;0;0;0;0;0;0;0;0
ENSG00000273473;0;0;0;0;0;1;0;0;0;0
ENSG00000283378;1;0;0;0;0;0;4;1;0;3
ENSG00000276522;0;0;0;0;0;0;0;0;0;0
ENSG00000277109;0;0;0;0;0;0;0;0;0;0
ENSG00000231248;0;0;0;0;0;0;0;0;0;0
ENSG00000238933;0;0;0;0;0;0;0;0;0;0
ENSG00000204814;0;0;0;0;0;0;0;0;0;0
ENSG00000231454;0;0;0;0;0;0;0;0;0;0
ENSG00000106991;683;680;754;734;622;1241;1467;594;396;726
ENSG00000127080;96;77;56;67;61;139;85;107;82;105
ENSG00000269929;49;45;33;30;25;68;44;52;41;44
ENSG00000230262;0;0;2;2;0;2;1;0;0;0
ENSG00000107140;382;394;360;355;276;659;503;185;223;302
ENSG00000291075;91;84;35;38;60;140;106;69;69;78
ENSG00000290923;8;4;1;3;6;10;22;4;2;6
ENSG00000276291;0;1;1;0;1;1;6;0;3;0
ENSG00000277778;0;0;0;0;0;0;0;0;0;0
ENSG00000225655;0;1;0;0;1;8;7;4;0;0
ENSG00000276462;0;0;0;0;0;0;1;0;0;0
ENSG00000273514;0;0;0;0;0;0;0;0;0;0
ENSG00000215126;39;37;19;17;38;56;66;41;58;42
ENSG00000148225;3;3;17;16;7;16;44;1;6;8
ENSG00000148358;1928;1889;1598;1752;1488;3653;2429;2332;1717;1871
ENSG00000125482;150;163;123;119;116;241;175;177;157;162
ENSG00000188523;0;1;0;0;0;0;1;0;0;0
ENSG00000252521;0;0;0;0;0;0;0;0;0;0
ENSG00000125492;0;0;0;0;0;0;0;0;0;0
ENSG00000169692;576;569;469;429;501;1158;412;421;509;423
ENSG00000233016;403;408;300;286;277;535;398;306;445;285
ENSG00000288873;0;0;0;0;0;4;1;1;1;0
ENSG00000165699;442;433;345;304;229;614;621;528;380;395
ENSG00000106799;4035;3557;3044;2621;2991;8169;2759;4202;3819;5255
ENSG00000106771;1515;1414;1128;1145;1013;2561;1877;1677;1258;1281
ENSG00000095203;2;5;8;3;2;6;5;2;3;3
ENSG00000237124;0;0;0;0;0;0;0;0;0;0
ENSG00000207329;0;0;0;0;0;0;0;0;0;0
ENSG00000180071;0;0;0;0;1;1;3;0;0;1
ENSG00000290907;0;0;0;0;0;0;0;0;0;0
ENSG00000277027;1;1;0;0;0;1;3;1;0;1
ENSG00000185920;209;188;157;119;84;279;195;104;129;243
ENSG00000148120;890;797;777;684;851;1903;778;774;718;985
ENSG00000106686;12;7;2;2;9;15;17;3;11;7
ENSG00000291181;2;4;14;7;0;0;2;4;8;9
ENSG00000288556;0;0;0;0;0;0;0;0;0;0
ENSG00000293055;0;0;0;0;0;0;0;0;0;0
ENSG00000274516;0;0;0;0;0;0;0;0;0;0
ENSG00000293072;0;0;0;0;0;0;0;0;0;0
ENSG00000184523;0;0;0;0;0;0;0;0;0;0
ENSG00000293074;0;0;0;0;0;0;0;1;0;0
ENSG00000274583;0;0;0;0;0;0;0;0;0;0
ENSG00000293075;0;0;0;0;0;0;0;0;0;0
ENSG00000227582;1;2;0;0;1;6;0;0;0;0
ENSG00000293082;0;0;0;0;0;0;0;0;0;0
ENSG00000275628;0;0;0;0;0;0;0;0;0;0
ENSG00000293090;0;0;0;0;0;0;0;0;0;0
ENSG00000255585;0;0;0;0;0;0;0;0;0;0
ENSG00000293104;2;0;1;2;1;4;4;2;0;0
ENSG00000235330;0;0;0;0;0;0;0;0;0;0
ENSG00000293144;0;0;0;0;0;0;0;0;0;2
ENSG00000277024;0;0;0;0;0;0;0;0;0;0
ENSG00000293163;0;0;0;0;0;0;0;0;0;0
ENSG00000233820;0;0;0;0;1;0;0;0;0;0
ENSG00000293181;0;0;0;0;0;0;0;0;0;0
ENSG00000237984;0;0;0;0;0;0;0;0;0;0
ENSG00000293199;3;3;6;3;1;2;2;1;9;1
ENSG00000228376;0;0;0;0;0;0;0;0;0;0
ENSG00000293209;0;0;0;0;0;0;0;0;0;0
ENSG00000231909;0;0;0;0;0;0;0;1;0;0
ENSG00000293266;0;0;0;0;0;0;0;0;0;0
ENSG00000236252;0;0;0;0;0;0;0;0;0;0
ENSG00000293277;0;0;0;0;0;0;0;0;0;0
ENSG00000275026;0;0;0;0;0;0;0;0;0;0
ENSG00000293304;0;0;0;0;0;0;0;0;0;0
ENSG00000276128;0;0;0;0;0;0;0;0;0;0
ENSG00000293321;0;0;0;0;0;0;0;0;0;0
ENSG00000242111;0;0;0;0;0;0;0;0;0;0
ENSG00000293400;0;0;0;0;0;0;0;0;0;0
ENSG00000286203;0;0;0;0;0;0;0;0;0;0
ENSG00000293481;0;0;0;0;0;0;0;0;0;0
ENSG00000226752;0;0;0;0;0;3;1;0;0;0
ENSG00000293514;369;309;255;207;269;599;233;207;274;254
ENSG00000197724;384;403;344;371;274;670;537;267;211;333
ENSG00000204291;1073;1028;1361;1464;450;2025;3198;1617;883;4494
ENSG00000188959;0;0;0;0;0;0;2;0;2;0
ENSG00000136810;4906;4262;4204;3735;3674;8577;1896;5116;5541;4777
ENSG00000204193;0;0;1;0;0;3;0;2;0;0
ENSG00000206658;0;0;0;0;0;0;0;0;0;0
ENSG00000263575;0;0;0;0;0;0;0;0;0;0
ENSG00000137040;622;596;493;504;585;1336;1054;779;810;823
ENSG00000228739;0;0;0;0;0;0;0;0;0;0
ENSG00000237274;0;0;0;0;0;0;0;0;0;0
ENSG00000137033;225;243;126;191;147;306;7582;4255;193;448
ENSG00000228132;0;0;0;0;0;0;0;0;0;0
ENSG00000233846;1;0;0;0;0;1;1;3;4;3
ENSG00000170777;0;0;0;0;0;0;0;0;0;0
ENSG00000147854;841;793;702;654;549;1353;1122;979;964;816
ENSG00000233367;0;0;0;0;0;0;0;0;0;0
ENSG00000178445;7;4;5;8;7;12;2;6;7;6
ENSG00000264530;0;0;0;0;0;0;0;0;0;0
ENSG00000237158;0;0;0;0;0;0;0;0;0;0
ENSG00000206147;0;0;0;0;0;0;0;1;0;0
ENSG00000236924;0;0;0;0;0;0;0;0;0;0
ENSG00000266863;0;0;0;0;0;0;0;0;0;0
ENSG00000229057;0;0;0;0;0;0;0;0;0;0
ENSG00000231381;0;0;0;0;0;0;0;0;0;0
ENSG00000232946;0;0;0;0;0;0;0;0;0;0
ENSG00000225489;0;0;0;0;0;1;1;0;0;0
ENSG00000293552;0;0;0;0;0;0;0;0;0;0
ENSG00000107077;137;142;148;132;121;207;233;191;152;140
ENSG00000231108;0;0;0;0;0;0;0;0;0;0
ENSG00000256968;0;0;1;1;1;1;0;1;0;0
ENSG00000230581;0;0;0;0;0;0;1;0;0;0
ENSG00000224972;0;0;0;0;0;0;0;0;0;0
ENSG00000285688;0;1;0;0;0;0;0;1;0;0
ENSG00000288042;0;0;0;0;0;0;0;0;0;0
ENSG00000230207;5;3;3;0;3;5;2;1;5;7
ENSG00000178654;0;0;0;0;0;0;0;0;0;0
ENSG00000273056;2;1;0;0;1;0;0;1;0;1
ENSG00000137038;515;567;328;307;403;794;346;397;591;418
ENSG00000231902;0;0;0;0;0;0;0;0;0;0
ENSG00000226376;0;0;0;0;0;0;0;0;0;0
ENSG00000280094;0;0;1;0;0;2;1;1;0;0
ENSG00000288570;0;0;0;0;0;0;0;0;0;0
ENSG00000078902;1133;1043;824;949;890;1986;851;775;957;757
ENSG00000255153;12;11;7;1;14;15;3;5;5;6
ENSG00000117983;0;0;0;0;0;0;0;0;0;0
ENSG00000174672;5;5;7;11;4;7;19;0;2;5
ENSG00000255177;0;0;0;0;0;0;0;0;0;0
ENSG00000287935;3;4;1;2;0;6;0;3;1;1
ENSG00000285985;0;0;0;0;0;0;0;0;0;0
ENSG00000255492;0;0;0;0;0;0;0;0;0;0
ENSG00000149054;59;44;37;29;29;67;80;71;51;24
ENSG00000254946;0;0;0;0;0;0;0;0;0;0
ENSG00000256206;1;0;0;0;1;0;0;0;0;0
ENSG00000110328;422;296;239;179;159;375;551;184;100;144
ENSG00000254661;0;0;0;0;0;0;0;0;0;0
ENSG00000286959;0;0;0;0;0;0;0;0;0;0
ENSG00000175868;0;1;1;0;1;4;0;0;0;0
ENSG00000255323;0;0;0;0;0;0;0;0;0;0
ENSG00000177054;129;144;132;123;124;224;201;124;175;132
ENSG00000254542;1;2;3;3;3;9;0;0;4;7
ENSG00000149050;37;29;20;17;19;47;25;42;34;38
ENSG00000254456;0;0;0;0;0;0;0;0;0;0
ENSG00000255558;0;0;0;0;0;0;0;0;0;0
ENSG00000215182;0;0;0;0;0;1;0;0;0;0
ENSG00000255260;0;0;0;0;0;0;0;0;0;0
ENSG00000240298;6;1;0;0;0;7;0;2;4;0
ENSG00000170748;0;0;0;0;0;0;0;0;0;0
ENSG00000240036;0;0;0;0;0;1;0;4;0;0
ENSG00000225477;0;0;0;0;0;0;0;0;0;0
ENSG00000255291;0;0;0;0;0;0;0;0;0;0
ENSG00000286960;0;0;0;0;2;0;0;0;0;0
ENSG00000134343;8;4;36;19;4;14;4;5;17;12
ENSG00000255370;0;0;0;0;0;0;0;0;0;0
ENSG00000271491;0;0;0;0;0;0;0;0;0;0
ENSG00000255351;0;0;0;0;0;0;1;0;0;0
ENSG00000254878;0;0;0;0;0;0;0;0;0;0
ENSG00000129170;0;0;0;0;1;0;0;0;0;0
ENSG00000255496;0;0;0;0;0;0;0;0;0;0
ENSG00000170743;17;13;4;3;2;2;20;8;5;3
ENSG00000254622;0;0;0;0;0;0;0;0;0;0
ENSG00000255175;0;0;0;0;0;0;0;0;0;0
ENSG00000255300;0;0;0;0;0;0;0;0;0;0
ENSG00000255179;0;0;0;0;0;0;1;0;0;0
ENSG00000255018;0;0;0;0;0;0;0;0;0;0
ENSG00000238149;0;0;0;0;0;0;0;1;0;0
ENSG00000254598;1;5;2;0;2;10;2;1;4;5
ENSG00000255388;0;0;0;0;0;0;0;0;0;0
ENSG00000255454;0;0;0;0;0;0;0;0;0;0
ENSG00000255029;0;0;0;0;0;1;0;0;0;0
ENSG00000254540;0;0;0;0;0;0;0;0;0;0
ENSG00000183161;85;78;90;65;101;184;166;111;128;90
ENSG00000286521;1;0;1;0;0;3;1;0;0;0
ENSG00000254418;0;0;0;0;0;1;0;1;0;0
ENSG00000254784;0;0;0;0;0;0;0;0;0;0
ENSG00000246225;1;0;0;0;1;2;1;2;0;2
ENSG00000286275;0;0;0;0;0;0;0;0;0;0
ENSG00000254516;0;0;0;0;0;0;0;0;0;0
ENSG00000254594;0;0;0;0;0;0;0;0;0;0
ENSG00000152219;517;473;359;286;456;949;405;666;562;497
ENSG00000254816;0;0;0;0;0;0;0;0;0;0
ENSG00000255281;0;0;0;0;0;0;0;0;0;0
ENSG00000255308;0;0;0;0;0;0;0;0;0;0
ENSG00000129158;89;92;84;69;67;96;73;62;88;56
ENSG00000121691;1046;1116;659;649;785;1529;798;1083;1080;845
ENSG00000255293;0;0;0;0;0;0;0;0;0;0
ENSG00000255270;0;0;0;0;0;0;0;0;0;0
ENSG00000149100;2247;2141;1792;1785;1857;4192;1460;1931;2817;2103
ENSG00000166478;272;268;197;190;180;466;226;248;256;230
ENSG00000255347;0;0;0;0;0;0;0;0;0;0
ENSG00000281880;0;0;0;0;0;0;0;0;1;0
ENSG00000255117;0;0;0;0;0;0;1;0;0;0
ENSG00000254564;0;0;0;0;0;0;0;0;0;0
ENSG00000254934;0;0;0;0;0;0;0;0;0;0
ENSG00000109851;0;0;0;0;0;0;0;0;0;0
ENSG00000255092;0;0;0;0;0;0;3;0;0;0
ENSG00000255525;0;0;0;0;0;0;0;0;0;0
ENSG00000129151;0;0;0;0;0;0;0;3;3;0
ENSG00000287227;0;0;0;0;0;0;0;0;0;0
ENSG00000187398;88;76;29;39;21;72;17;152;10;12
ENSG00000254819;0;0;0;0;0;0;0;0;0;0
ENSG00000270607;23;31;9;22;20;46;117;24;24;11
ENSG00000242729;0;0;0;0;0;0;0;0;0;0
ENSG00000228061;5;2;1;4;8;14;7;14;3;3
ENSG00000179431;191;227;96;148;142;471;408;166;131;173
ENSG00000254532;0;0;0;0;0;0;1;0;0;0
ENSG00000254606;0;0;0;0;0;0;0;0;0;0
ENSG00000177447;0;0;0;0;0;0;0;0;0;0
ENSG00000255462;0;0;0;0;0;0;0;0;0;0
ENSG00000255186;0;0;1;0;0;0;0;0;0;0
ENSG00000254627;0;0;0;0;0;0;0;0;0;0
ENSG00000254645;0;0;0;0;0;1;1;0;0;0
ENSG00000279004;0;0;0;0;0;0;0;0;0;0
ENSG00000254695;0;0;0;0;0;0;0;0;0;0
ENSG00000258817;0;0;0;0;0;0;0;0;0;0
ENSG00000265973;0;0;0;0;0;0;0;0;0;0
ENSG00000255199;0;0;0;0;0;0;0;0;0;0
ENSG00000254861;0;0;0;0;0;0;0;0;0;0
ENSG00000254754;0;0;0;0;0;0;0;0;0;0
ENSG00000254560;7;13;5;3;9;10;4;6;9;3
ENSG00000255167;0;0;0;0;0;0;0;0;0;0
ENSG00000254725;0;0;0;0;0;0;0;0;0;0
ENSG00000184937;1;0;2;0;1;1;2;5;0;2
ENSG00000249867;0;0;0;0;0;0;1;0;1;0
ENSG00000255111;0;0;0;0;0;0;0;0;0;0
ENSG00000233301;0;0;0;0;0;0;0;0;0;0
ENSG00000255043;0;0;0;0;0;0;0;0;0;0
ENSG00000255227;0;0;0;0;0;0;0;0;0;0
ENSG00000255563;0;0;0;0;0;0;0;0;0;0
ENSG00000133818;1171;1247;891;781;886;2138;730;1024;1405;893
ENSG00000255268;0;0;0;0;0;0;0;0;0;0
ENSG00000255193;0;0;0;0;0;0;0;0;0;0
ENSG00000254547;0;0;0;0;0;0;0;0;1;0
ENSG00000254465;0;0;0;0;0;0;0;0;0;0
ENSG00000254472;0;0;0;0;0;0;0;0;0;0
ENSG00000272882;0;0;0;0;0;0;0;0;0;0
ENSG00000287538;0;0;0;0;0;0;0;0;0;0
ENSG00000244267;0;0;0;0;0;0;0;0;0;0
ENSG00000279675;0;0;0;0;1;0;2;0;2;1
ENSG00000262655;2836;1957;818;748;571;1423;44;500;148;135
ENSG00000255110;0;0;0;0;0;0;0;0;0;0
ENSG00000255490;0;0;0;0;0;0;0;0;0;0
ENSG00000255477;0;0;0;0;0;0;0;0;0;0
ENSG00000255123;0;0;0;0;0;0;0;0;0;0
ENSG00000255271;0;0;0;0;0;0;0;0;0;0
ENSG00000254496;0;0;0;0;0;0;0;0;0;0
ENSG00000255190;0;0;0;0;0;0;0;0;0;0
ENSG00000270903;1;0;1;1;0;0;0;2;0;0
ENSG00000255019;0;0;0;0;0;0;0;0;0;0
ENSG00000255109;0;0;0;0;0;0;0;0;0;0
ENSG00000245573;29;33;30;37;34;82;32;34;42;36
ENSG00000285705;0;0;0;0;0;0;0;0;0;0
ENSG00000255550;0;0;0;0;0;0;0;0;0;0
ENSG00000255204;0;0;0;0;0;0;0;0;0;0
ENSG00000214883;0;0;0;0;0;0;0;0;0;0
ENSG00000254940;0;0;0;0;0;0;0;0;0;0
ENSG00000236919;0;0;0;0;0;0;0;0;0;0
ENSG00000255086;0;0;0;0;0;0;0;0;0;0
ENSG00000254668;0;0;0;0;0;0;0;0;0;0
ENSG00000254836;0;0;0;0;0;0;0;0;0;0
ENSG00000277803;0;0;0;0;0;0;0;0;0;0
ENSG00000254686;0;0;0;0;0;0;0;0;0;0
ENSG00000205030;0;0;0;0;0;0;0;0;0;0
ENSG00000086205;0;0;0;1;0;0;0;0;0;0
ENSG00000198168;103;107;65;43;106;217;150;154;113;99
ENSG00000255442;0;0;0;0;0;0;0;0;0;0
ENSG00000170946;413;409;311;317;282;774;423;370;279;342
ENSG00000255416;0;0;0;0;0;0;0;0;0;0
ENSG00000186113;0;0;0;0;0;0;0;0;0;0
ENSG00000181943;0;0;0;0;0;0;0;0;0;0
ENSG00000254487;0;0;0;0;0;0;0;0;0;0
ENSG00000219061;0;0;0;0;0;0;0;0;0;0
ENSG00000205213;599;580;334;372;371;789;915;857;545;499
ENSG00000254408;0;0;0;0;0;0;0;0;0;0
ENSG00000255433;0;0;0;0;0;0;0;0;0;0
ENSG00000275725;0;0;0;0;0;0;0;0;0;0
ENSG00000254828;0;0;0;0;0;0;0;0;0;0
ENSG00000240881;0;0;0;0;0;0;0;0;0;0
ENSG00000255349;0;0;0;0;0;0;0;0;0;0
ENSG00000255078;0;0;0;0;0;0;0;0;0;0
ENSG00000254637;0;0;0;0;0;0;0;0;0;0
ENSG00000255001;0;0;0;0;0;0;0;0;0;0
ENSG00000123447;0;0;0;0;0;0;0;0;0;0
ENSG00000254800;0;0;0;0;0;0;0;0;0;0
ENSG00000197254;0;0;0;0;0;0;0;0;0;0
ENSG00000226268;0;0;0;0;0;1;0;0;0;0
ENSG00000255427;0;0;0;0;0;0;0;0;0;0
ENSG00000279761;0;0;0;0;0;0;0;0;0;0
ENSG00000255543;0;0;0;0;0;0;0;0;0;0
ENSG00000186509;0;0;0;0;0;0;0;0;0;0
ENSG00000279514;0;0;0;0;0;0;0;0;0;0
ENSG00000288177;0;0;0;0;0;0;0;0;0;0
ENSG00000254526;0;0;0;0;0;0;0;1;0;0
ENSG00000255096;0;0;0;0;0;0;0;0;0;0
ENSG00000255499;0;0;0;0;0;0;0;0;0;0
ENSG00000254624;0;0;0;0;0;0;0;0;0;0
ENSG00000181837;0;0;0;0;0;0;0;0;0;0
ENSG00000255040;0;0;0;0;0;0;0;0;0;0
ENSG00000186082;0;0;0;0;0;0;0;0;0;0
ENSG00000255214;0;0;0;0;0;0;0;0;0;0
ENSG00000255283;0;0;0;0;0;0;0;0;0;0
ENSG00000166326;1367;1326;1182;1196;1135;2751;1657;1459;1195;1345
ENSG00000255500;0;0;0;0;0;0;0;0;0;0
ENSG00000110048;998;989;823;934;931;2277;1315;1128;933;989
ENSG00000172772;0;0;0;0;0;0;0;0;0;0
ENSG00000254807;0;0;0;0;0;0;0;0;0;0
ENSG00000197786;0;0;0;0;0;0;0;0;0;0
ENSG00000286983;0;0;0;0;0;0;0;0;0;0
ENSG00000286382;0;0;0;0;0;0;0;0;0;0
ENSG00000280288;0;0;0;0;0;0;0;0;0;0
ENSG00000274150;0;1;0;0;0;0;0;0;0;0
ENSG00000255489;0;0;0;0;0;0;0;0;0;0
ENSG00000255357;0;0;0;0;0;0;0;0;0;0
ENSG00000221840;0;0;0;0;0;0;0;0;0;0
ENSG00000255375;0;0;0;0;1;0;0;0;0;0
ENSG00000254926;0;0;0;0;0;0;0;0;0;0
ENSG00000254919;0;0;0;0;0;0;0;0;0;0
ENSG00000255279;0;0;0;0;0;0;0;0;0;0
ENSG00000254894;0;0;0;0;0;0;0;0;0;0
ENSG00000241228;0;0;0;0;0;0;0;0;0;0
ENSG00000135362;168;160;63;69;103;213;281;221;158;71
ENSG00000110442;720;733;530;568;619;1333;389;675;851;618
ENSG00000254518;0;0;0;0;0;0;0;0;0;0
ENSG00000285283;0;0;0;0;0;0;0;0;0;0
ENSG00000285895;0;0;0;0;0;0;2;1;0;0
ENSG00000186660;1389;1435;1028;1063;839;2001;1629;1667;1075;1209
ENSG00000225997;0;0;0;0;0;0;0;0;0;0
ENSG00000255333;0;0;0;0;0;0;0;0;0;0
ENSG00000216708;0;0;0;0;0;0;0;0;0;0
ENSG00000240975;0;0;0;0;0;0;0;0;2;0
ENSG00000271369;0;1;0;0;0;0;0;2;0;32
ENSG00000149124;0;0;0;0;1;0;0;1;0;0
ENSG00000255309;0;0;0;0;0;0;0;0;0;0
ENSG00000255368;0;0;0;0;0;0;0;0;0;0
ENSG00000254708;0;0;1;0;0;0;0;0;0;0
ENSG00000255450;0;0;0;0;0;0;0;0;0;0
ENSG00000254544;0;0;0;0;0;0;0;0;0;0
ENSG00000150244;0;0;0;0;0;0;0;0;0;0
ENSG00000255359;0;0;1;1;0;1;0;0;0;0
ENSG00000254743;0;0;0;0;0;0;0;0;0;0
ENSG00000254669;0;0;0;0;0;0;0;0;0;0
ENSG00000185238;292;268;297;259;300;566;273;323;391;372
ENSG00000254768;0;0;0;0;0;0;0;0;0;0
ENSG00000271350;0;0;0;0;0;0;0;0;0;0
ENSG00000227806;0;0;0;0;0;0;0;0;0;0
ENSG00000272900;0;0;0;0;0;0;0;0;0;0
ENSG00000167825;0;0;0;0;0;0;0;0;0;0
ENSG00000187612;0;0;0;0;0;0;0;0;0;0
ENSG00000162174;1;2;1;4;3;1;4;2;3;2
ENSG00000224411;4;6;6;6;1;7;6;8;7;11
ENSG00000254589;0;0;0;0;0;0;0;0;0;0
ENSG00000279266;0;0;3;0;1;0;2;1;0;0
ENSG00000109911;199;204;170;144;149;324;138;248;210;196
ENSG00000166016;792;786;375;321;197;505;422;258;368;291
ENSG00000255451;0;0;0;0;0;0;0;0;0;0
ENSG00000255171;0;0;0;0;0;0;0;0;0;0
ENSG00000255139;7;5;1;3;5;8;5;1;3;4
ENSG00000172289;0;0;0;0;0;0;0;0;0;0
ENSG00000254562;0;0;1;0;0;0;0;0;0;0
ENSG00000220204;0;0;0;0;0;0;0;0;0;0
ENSG00000166889;605;532;457;485;353;842;739;589;554;564
ENSG00000255160;0;0;0;0;0;0;0;0;0;0
