Geneid;B1;S1;B2;S2;B3;S3;B4;S4;B6;S6;B7;S7
ENSG00000253888;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253571;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000177669;0;2;1;0;1;3;0;0;0;0;1;1
ENSG00000282160;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253108;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000147459;1660;1520;1190;1475;1039;1372;1256;2049;1069;735;1332;888
ENSG00000253232;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253488;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253182;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000259196;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253951;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253770;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254069;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253993;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254061;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253995;0;0;0;2;0;0;0;1;0;0;0;0
ENSG00000254425;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104660;483;503;431;488;419;719;465;806;496;433;336;494
ENSG00000254320;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000120907;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000133878;0;9;0;0;0;0;0;0;9;4;4;0
ENSG00000253685;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167034;79;67;39;44;55;73;101;101;51;80;65;27
ENSG00000285977;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000279099;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253524;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240519;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254362;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248738;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248964;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000243844;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000243181;0;0;0;0;1;0;0;1;0;0;0;1
ENSG00000287166;4;0;1;0;2;2;2;2;0;2;3;3
ENSG00000134013;18525;13367;15455;19206;12785;17356;16454;24746;17263;21588;19495;13340
ENSG00000251191;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000188873;0;1;0;0;0;1;0;0;0;0;0;3
ENSG00000253200;21;14;3;23;13;19;23;28;10;6;20;12
ENSG00000254244;0;0;0;0;0;1;2;0;1;0;0;0
ENSG00000244708;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000285601;0;3;0;0;1;2;1;3;3;0;2;0
ENSG00000253504;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000272338;7;4;3;5;8;4;4;4;2;3;1;9
ENSG00000253208;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104219;463;372;226;284;287;373;470;677;509;219;390;630
ENSG00000188512;0;0;0;0;0;0;0;1;0;0;0;0
ENSG00000285669;15;4;4;16;8;9;6;11;10;12;3;7
ENSG00000279881;3;6;5;9;5;25;10;16;4;7;6;3
ENSG00000253206;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000168300;223;322;375;331;215;336;217;462;275;424;145;211
ENSG00000253903;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253569;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254156;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104765;1109;882;1251;1314;957;1813;1158;1979;1413;1508;714;1162
ENSG00000253455;0;0;0;0;0;0;0;2;0;1;0;0
ENSG00000197892;131;91;95;132;78;107;116;132;129;162;187;128
ENSG00000253837;10;22;19;27;13;8;40;41;25;21;35;8
ENSG00000253330;4;0;3;4;2;2;5;2;0;3;5;2
ENSG00000254165;2;1;3;0;0;3;1;2;1;1;0;1
ENSG00000272375;4;2;1;4;2;0;0;1;2;1;2;0
ENSG00000254033;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253142;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253418;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253654;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000233109;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000287590;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286693;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253642;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253813;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104671;185;125;111;140;143;234;145;286;180;127;104;168
ENSG00000221914;885;778;561;687;634;917;804;1301;779;577;485;838
ENSG00000253390;0;0;0;2;0;1;0;0;2;3;2;0
ENSG00000253354;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254013;0;0;0;0;0;0;0;0;2;0;0;1
ENSG00000197217;1115;1037;602;832;634;802;840;1432;870;934;823;857
ENSG00000272024;0;0;5;0;0;0;2;1;1;0;0;0
ENSG00000164808;297;162;272;298;185;281;237;386;237;246;241;231
ENSG00000253300;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253502;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000232024;1;0;5;0;3;2;3;2;4;2;2;2
ENSG00000253380;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253139;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253802;1;0;0;0;0;0;1;0;0;0;0;0
ENSG00000253314;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253986;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253734;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000215179;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000241511;0;0;0;0;0;1;0;0;0;0;1;0
ENSG00000253961;1;0;0;0;1;0;0;0;0;0;0;0
ENSG00000254222;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000168575;949;1185;392;695;418;486;760;1097;2312;649;1319;1303
ENSG00000272076;0;2;0;0;0;0;0;0;0;0;0;0
ENSG00000253319;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104611;595;427;463;524;502;738;427;774;476;515;348;391
ENSG00000253810;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254268;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000285992;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248531;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253363;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253342;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000224594;21;25;28;14;24;30;14;78;8;30;30;13
ENSG00000253430;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254194;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253664;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240738;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000278428;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253140;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254145;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240694;424;225;165;259;208;362;167;218;730;72;252;215
ENSG00000253879;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253483;2;0;5;0;1;0;1;1;0;1;2;2
ENSG00000269924;0;0;0;1;0;0;1;0;0;0;0;0
ENSG00000254087;444;331;170;221;168;230;294;420;332;337;364;530
ENSG00000254358;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253803;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253198;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000147481;0;0;0;0;0;0;0;0;2;0;0;0
ENSG00000253475;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000133872;1464;1592;1297;1494;1253;2008;1482;2446;1656;1787;928;977
ENSG00000253684;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253608;4;0;5;1;1;4;0;2;1;3;1;0
ENSG00000172817;21;27;24;22;22;29;31;56;12;10;17;6
ENSG00000253670;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253892;0;0;0;0;0;1;0;0;0;0;0;0
ENSG00000178538;0;0;0;0;0;0;0;1;0;0;2;0
ENSG00000248347;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251470;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253817;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253708;0;0;0;0;2;0;0;0;0;0;0;0
ENSG00000229211;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000253317;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000133874;64;55;47;80;55;58;51;79;26;90;67;65
ENSG00000275115;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253474;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253484;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000279858;0;0;0;1;0;0;0;0;0;0;0;0
ENSG00000253190;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253205;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000287844;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000270328;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253711;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000215117;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253688;2;0;0;1;0;0;0;2;0;0;0;0
ENSG00000165061;0;0;4;4;3;4;0;0;0;1;1;1
ENSG00000121005;120;80;113;128;74;149;77;170;22;161;92;49
ENSG00000104679;256;231;218;205;201;303;177;357;235;165;339;222
ENSG00000254131;0;0;0;0;0;0;0;0;0;2;0;0
ENSG00000104722;53;55;36;42;19;12;28;44;99;43;46;13
ENSG00000254001;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164751;266;234;256;244;266;449;300;482;247;279;238;205
ENSG00000253147;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000147485;9;21;7;5;6;4;1;5;0;2;0;1
ENSG00000253123;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000226301;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254136;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000215177;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240540;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251354;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000091656;1747;757;1149;1317;742;905;902;1309;661;838;1098;1490
ENSG00000253659;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254204;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254051;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254305;0;0;0;0;1;0;0;0;0;0;1;1
ENSG00000177182;0;1;0;0;0;0;0;3;0;0;0;0
ENSG00000254775;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253849;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104442;490;418;295;350;355;590;414;713;475;391;313;452
ENSG00000253235;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253216;0;0;0;0;0;0;0;0;0;0;1;0
ENSG00000249889;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000287185;7;10;11;9;1;9;21;21;8;10;10;12
ENSG00000221947;0;0;1;1;0;1;0;0;0;2;0;0
ENSG00000253340;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253762;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254330;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000076641;23;27;19;30;24;25;22;43;33;68;21;36
ENSG00000254177;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000228984;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254105;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000272264;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253231;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250979;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000137573;18054;11793;7447;9482;6073;7630;8572;11486;16057;16193;18957;19907
ENSG00000254086;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000215096;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000276418;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000165084;0;1;0;6;0;6;1;8;8;5;2;2
ENSG00000253138;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253423;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164879;1;5;12;3;8;5;0;10;1;2;21;0
ENSG00000277436;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253983;0;0;0;0;0;0;1;0;0;1;0;0
ENSG00000253238;0;0;2;0;0;0;0;0;0;0;0;1
ENSG00000250962;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253581;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164749;0;1;0;0;0;0;0;1;0;2;1;0
ENSG00000213791;0;0;0;0;0;1;0;0;0;0;0;0
ENSG00000271167;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104331;2595;2253;1940;2135;1891;2783;2420;3698;2607;2531;1557;2183
ENSG00000275928;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000241746;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253952;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000285768;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000176731;79;77;46;55;65;114;86;171;64;58;77;111
ENSG00000213881;6;0;5;3;0;4;1;3;3;5;0;5
ENSG00000254383;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000040341;422;320;263;345;194;374;356;520;340;318;217;338
ENSG00000272425;0;1;0;1;0;0;0;2;2;0;0;0
ENSG00000274343;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253383;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253836;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000237807;25;30;1;0;3;2;25;17;21;2;4;6
ENSG00000254266;0;0;0;0;1;2;0;3;0;0;1;0
ENSG00000258677;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254020;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253964;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254392;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253577;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104327;0;0;2;0;0;0;0;0;0;0;0;0
ENSG00000258256;0;0;0;0;0;0;0;0;0;1;0;0
ENSG00000123119;13;12;16;28;22;38;40;29;16;14;4;23
ENSG00000254231;0;0;2;1;0;1;2;0;0;0;0;0
ENSG00000270971;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000206228;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253682;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253634;0;0;0;0;0;0;1;0;0;0;0;0
ENSG00000254954;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000246792;0;0;1;0;0;1;0;2;1;0;0;0
ENSG00000254070;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000203413;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164949;263;197;187;158;158;226;202;286;484;134;237;161
ENSG00000212989;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000156103;594;557;591;509;288;450;554;856;394;622;283;250
ENSG00000254195;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253391;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254089;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000147613;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000147596;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254538;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164687;408;287;263;266;414;685;443;833;156;191;234;370
ENSG00000260493;0;0;0;3;0;0;0;0;0;0;0;0
ENSG00000270077;0;1;0;0;0;0;0;0;0;0;0;0
ENSG00000253681;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254300;1;2;0;1;2;4;2;7;3;1;0;3
ENSG00000288005;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254366;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000236191;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248762;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253226;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253871;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253658;7;8;0;2;2;0;1;4;30;1;1;4
ENSG00000253549;0;0;0;0;0;0;1;0;0;0;0;0
ENSG00000246662;3;1;0;1;0;0;0;4;1;2;0;6
ENSG00000287352;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254014;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254120;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164951;404;367;366;377;322;497;490;773;378;489;355;560
ENSG00000253655;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104321;2;4;3;3;0;2;0;2;2;6;0;2
ENSG00000253675;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000235531;127;75;136;164;122;224;43;139;285;240;66;87
ENSG00000287927;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000079112;0;2;1;0;1;0;0;0;0;0;1;0
ENSG00000254048;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000272518;1;5;0;5;1;4;2;10;4;1;3;15
ENSG00000253468;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000275386;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254189;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000270416;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000035681;508;331;300;377;358;464;338;591;415;296;381;466
ENSG00000147649;2397;2052;1762;1847;1840;2633;2220;3213;2383;1783;1693;2282
ENSG00000251234;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253137;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104356;352;248;157;169;195;308;264;349;217;147;235;318
ENSG00000253302;1;0;0;0;1;0;0;0;1;0;2;0
ENSG00000177459;26;18;10;13;5;20;21;25;14;16;15;12
ENSG00000250857;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000274116;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000285758;0;0;0;1;0;0;0;0;0;0;1;0
ENSG00000251347;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253283;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000270866;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253901;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000243504;0;0;0;0;0;1;0;0;0;0;0;0
ENSG00000248801;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253105;0;1;0;6;0;4;2;7;4;2;4;1
ENSG00000147586;61;27;38;58;80;98;64;99;68;46;50;52
ENSG00000176566;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254208;0;0;1;1;0;0;0;0;0;1;0;0
ENSG00000253217;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000137571;16;10;4;4;4;0;8;11;2;12;9;4
ENSG00000249328;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000270131;4;2;1;2;0;0;1;3;2;0;0;0
ENSG00000253177;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249510;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253960;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000271156;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253416;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254689;0;1;0;0;1;0;0;0;0;0;0;0
ENSG00000248978;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000120963;390;325;345;339;323;533;361;546;372;331;338;417
ENSG00000273567;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164924;11532;10198;6724;8206;7936;12314;9837;15445;9721;6910;6533;9563
ENSG00000165392;284;216;219;246;206;271;203;307;270;148;204;247
ENSG00000254182;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000156482;2384;1839;2460;2530;2508;4252;2471;4125;2430;2492;2835;2866
ENSG00000254060;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286484;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164893;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254055;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000185015;47;32;49;43;49;105;47;85;30;48;29;64
ENSG00000254027;0;0;0;4;0;4;4;2;0;2;2;1
ENSG00000254180;1;0;0;2;0;1;0;0;0;0;0;0
ENSG00000257962;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000244217;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253362;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254387;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248858;2;0;1;2;1;3;1;0;0;1;0;1
ENSG00000265817;44;37;42;41;46;51;38;71;39;40;43;87
ENSG00000254063;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000180694;362;317;333;385;254;393;335;469;257;383;213;270
ENSG00000213750;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253503;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000255101;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000276006;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254205;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254123;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254212;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104361;196;194;118;129;84;146;183;239;237;159;130;49
ENSG00000254380;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000239281;0;0;0;0;1;0;0;0;0;0;0;0
ENSG00000253680;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104267;0;0;0;2;0;0;2;3;0;0;0;0
ENSG00000254224;1;0;0;0;0;2;0;0;0;0;1;0
ENSG00000254202;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000279847;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000168619;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254251;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000248159;0;0;0;0;0;0;0;2;1;1;0;0
ENSG00000253118;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000270861;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253737;0;0;0;0;0;0;0;0;0;0;0;1
ENSG00000132541;106;86;58;57;95;153;63;162;96;56;39;77
ENSG00000272249;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000147669;336;304;243;293;296;475;371;646;346;328;187;301
ENSG00000250031;0;0;0;3;0;0;0;0;0;0;0;0
ENSG00000276540;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000123124;379;396;245;345;326;442;360;532;359;349;314;317
ENSG00000205133;275;243;207;240;230;423;270;501;250;278;161;240
ENSG00000264448;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250637;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000287615;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240509;0;1;0;3;0;0;2;0;1;3;0;0
ENSG00000133740;46;45;34;33;34;51;36;64;41;20;33;38
ENSG00000253699;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000184672;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000271148;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253299;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253748;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253898;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000164794;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000255402;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000233858;0;1;0;1;0;0;3;6;0;0;2;0
ENSG00000156467;1085;840;921;950;978;1432;973;1619;1124;952;689;1088
ENSG00000271971;10;3;1;4;1;3;2;6;3;5;0;2
ENSG00000253894;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253413;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254118;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000183663;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253260;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253585;2;2;0;0;0;0;0;0;1;0;0;0
ENSG00000104341;1742;1399;1278;1500;1275;1886;1400;2238;1309;1381;1288;1864
ENSG00000287998;0;2;0;0;0;0;0;0;0;0;0;0
ENSG00000253799;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254025;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000271612;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286308;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286554;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253749;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253271;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000215264;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253781;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268080;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000255361;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000147432;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253828;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000245970;14;10;6;6;4;15;6;9;3;3;7;3
ENSG00000034239;3;0;2;0;0;1;0;1;0;0;0;1
ENSG00000254777;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000280393;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254079;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254273;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253677;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000285579;0;0;0;0;0;0;0;0;0;1;0;0
ENSG00000254119;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000180543;685;530;499;511;437;569;666;1009;603;467;641;634
ENSG00000251142;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254024;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000156486;67;14;0;3;22;17;19;31;5;1;13;0
ENSG00000253301;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000133739;40;31;32;48;30;77;57;85;20;30;46;44
ENSG00000167910;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253171;0;0;0;0;0;0;0;3;0;0;0;0
ENSG00000287654;0;0;0;0;0;2;0;4;0;0;0;0
ENSG00000272155;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253197;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000253509;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254236;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000278914;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253977;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000254057;0;2;1;0;0;0;0;0;0;0;0;0
ENSG00000253493;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250295;7;6;19;9;3;1;2;5;3;7;3;3
ENSG00000259607;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000197275;40;31;26;22;19;42;49;78;13;26;24;41
ENSG00000260640;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000253784;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104517;1498;1066;1324;1452;918;1248;1016;1642;1267;1271;1261;1353
ENSG00000104313;0;2;0;1;0;0;3;0;0;1;0;0
